"x1","x2","x3","x4","x5"
0.627706155481538,0.102719236866822,0.696070284542573,0.332867326182461,0.0109198390576867
0.629238812629948,0.102209009598872,0.69419093878713,0.334039747514852,0.0113235428611544
0.631240893760214,0.101717869932039,0.691753619987987,0.335458541034666,0.0115284631111188
0.633509814505124,0.101156024187788,0.688993492186206,0.33702887397609,0.0115012837400176
0.630990799169748,0.100529091959875,0.691170854375484,0.33750753657613,0.0107715295581682
0.63362898543437,0.100021539902462,0.688044590138523,0.339107649895174,0.0105187516671436
0.636347133971208,0.0998095141285541,0.684759391412393,0.340733127422745,0.0102906620436182
0.639196433384994,0.0998843702129864,0.681248964232476,0.342409305126511,0.0103319228615086
0.645131284588072,0.0989730866279852,0.676203294543769,0.341543658403444,0.0103434820838008
0.648184780801324,0.0993085352174352,0.672357193396341,0.343236243193154,0.0109082820531855
0.651162069152054,0.099547628628474,0.668562064450113,0.344921862486682,0.0114849505434119
0.654177802098452,0.0992718171338932,0.664750030722847,0.346638349407179,0.0120731494985126
0.657320432528616,0.098622824457376,0.660768027658242,0.348465259764087,0.0126871525026627
0.660727306641819,0.0975944066585379,0.656472491623124,0.350409239329424,0.0131145255925188
0.664296731965248,0.0957762340815796,0.651810269225043,0.352836031126767,0.0136701483872378
0.668064938973976,0.0942113782182722,0.646834242954356,0.355276627735452,0.0140511015404998
0.672197759737415,0.0935746184330321,0.641303715586724,0.357659208825346,0.0142617427477383
0.676473150344953,0.0940514108274592,0.63551226266472,0.359802496506445,0.0143086160838727
0.680824640550078,0.095542713821984,0.629368694752889,0.36199079324361,0.0143913281976936
0.685492687693698,0.0979454345344718,0.62261164659849,0.36421898904082,0.0143433787624969
0.689825042478568,0.101340155685176,0.616077253667453,0.366217390112803,0.0143256520857352
0.693546362474741,0.104864275210854,0.610148559105791,0.368118458180008,0.014299071678208
0.69829854315324,0.108258337052386,0.603216190067064,0.369593918261275,0.0137782696289869
0.702985967260999,0.111814446589409,0.596244470221254,0.370977913801993,0.0132732275546697
0.70777178400454,0.116200565327181,0.588811208772633,0.372417197593528,0.0127797396283841
0.711531821193661,0.121402837683186,0.582140984296415,0.374072179255754,0.0128723556722829
0.713941855171778,0.126361147145889,0.578207168919992,0.373962002715174,0.0121974694358532
